Título,EVOLUCIÓN DE LA DEMANDA  (B.C.)_01-01-2017_31-12-2018,,,,,,,,,,,,,,,,,,,,,,,
Comunidades autónomas,País Vasco,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,MWh,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fecha,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,06/2018,07/2018,08/2018,09/2018,10/2018,11/2018,12/2018
Demanda,"1539208,76","1358830,536","1513671,366","1292823,357","1413920,849","1385217,149","1298441,168","1120281,101","1334946,089","1408222,64","1466657,496","1391337,419","1484220,721","1469467,247","1488835,994","1356782,634","1431884,348","1391730,912","1331683,208","1137645,576","1351287,545","1432024,819","1444084,295","1313161,963"
 ,,,,,,,,,,,,,,,,,,,,,,,,
Notas,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Estados,,,,,,,,,,,,,,,,,,,,,,,,
 ,Definitivo: 01/01/2017 - 31/12/2018,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fecha exportación,15/08/2024 - 15:00:05,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fuente,www.ree.es,,,,,,,,,,,,,,,,,,,,,,,
