Título,EVOLUCIÓN DE LA DEMANDA  (B.C.)_01-01-2015_31-12-2016,,,,,,,,,,,,,,,,,,,,,,,
Comunidades autónomas,Cantabria,,,,,,,,,,,,,,,,,,,,,,,
Magnitudes,MWh,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fecha,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016
Demanda,"374887,914","350424,136","393903,333","348258,862","358305,596","341599,137","360853,149","353605,822","341766,173","348195,082","348327,575","331071,824","297997,119","345011,445","381987,493","368317,682","365297,805","331349,394","338924,912","367394,179","357851,556","354717,595","352822,021","344943,914"
 ,,,,,,,,,,,,,,,,,,,,,,,,
Notas,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Estados,,,,,,,,,,,,,,,,,,,,,,,,
 ,Definitivo: 01/01/2015 - 31/12/2016,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fecha exportación,03/07/2024 - 17:09:43,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
Fuente,www.ree.es,,,,,,,,,,,,,,,,,,,,,,,
